form	lemma	POS	morph
face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
ta	ton	DETpos	PERS.=2|NOMB.=s|GENRE=f
volunte	volonté	NOMcom	NOMB.=s|GENRE=f
/	/	NOMcom	MORPH=empty
par	par	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
volunte	volonté	NOMcom	NOMB.=s|GENRE=f
/	/	PRE	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
sanctifiez	sanctifier	VERppe	NOMB.=p
par	par	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
oblation	oblation	NOMcom	NOMB.=s|GENRE=f
une	un	DETndf	NOMB.=s|GENRE=f
foys	fois	NOMcom	NOMB.=s|GENRE=f
faicte	faire	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
sainct	saint	NOMcom	NOMB.=s|GENRE=m
esperit	esprit	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
le	il	DETdef	NOMB.=s|GENRE=m
testifie	tétifier	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
disant	dire	VERppa	NOMB.=s
:	:	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
n'	ne	ADVneg	MORPH=empty
auray	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
plus	plus	ADVgen	MORPH=empty
souvenance	souvenance	ADJqua	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
iniquitez	iniquité	NOMcom	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
la	il	DETdef	NOMB.=s|GENRE=f
ou	où	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
remission	rémission	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
icelles	icelui	ADJqua	NOMB.=p|GENRE=f
/	/	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
oblation	oblation	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
peche	péché	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
par	par	PRE	MORPH=empty
argument	argument	NOMcom	NOMB.=s|GENRE=m
inevitable	inévitable	ADJqua	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Sainct	saint	NOMpro	NOMB.=s|GENRE=m
Paul	Paul	NOMpro	NOMB.=s|GENRE=m
/	/	NOMpro	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
monstre	montrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ainsi	ainsi	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
chapitres	chapitre	NOMcom	NOMB.=p|GENRE=f
5	5	ADJcar	NOMB.=p
.	.	PONfrt	MORPH=empty
7	7	INJ	MORPH=empty
.	.	PONfrt	MORPH=empty
8	8	INJ	MORPH=empty
.	.	PONfrt	MORPH=empty
et	et	CONcoo	MORPH=empty
.	.	PONfrt	MORPH=empty
10	10	INJ	NOMB.=s
.	.	PONfrt	MORPH=empty
des	de_le	PRE.DETdef	NOMB.=p
Ebrieux	ébrieux	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Le	le	DETdef	NOMB.=s|GENRE=m
sainct	saint	NOMcom	NOMB.=s|GENRE=m
apostre	apôtre	VERcjg	NOMB.=s|GENRE=m
dit	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
pour	pour	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
imperfection	imperfection	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=f
sacrifices	sacrifice	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
ancienne	ancien	ADJqua	NOMB.=s|GENRE=f
loy	loi	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
/	/	NOMpro	MORPH=empty
falloit	falloir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
jours	jour	NOMcom	NOMB.=p|GENRE=m
recommencer	recommencer	VERinf	MORPH=empty
jusque	jusque	PRE	MORPH=empty
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
en	en	PROadv	MORPH=empty
ayt	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
este	este	VERppe	NOMB.=s|GENRE=m
offert	offrir	VERppe	NOMB.=s|GENRE=m
ung	un	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
tout	tout	ADVgen	NOMB.=s|GENRE=m
parfaict	parfait	ADJqua	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
este	être	VERcjg	TEMPS=pst|NOMB.=s|GENRE=m
faict	faire	VERppe	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
foys	fois	NOMcom	NOMB.=p|GENRE=f
par	par	PRE	MORPH=empty
Jesus	Jésus	NOMcom	NOMB.=p|GENRE=m
Christ	Christ	NOMpro	NOMB.=s
.	.	PONfrt	MORPH=empty
Donc	donc	ADVgen	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
demande	demander	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tous	tout	DETind	NOMB.=p|GENRE=m
sacrificateurs	sacrificateur	NOMcom	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
si	si	CONsub	MORPH=empty
leur	leur	DETpos	PERS.=3|NOMB.=s|GENRE=f
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parfaict	parfait	ADJqua	NOMB.=s|GENRE=m
ou	ou	CONcoo	MORPH=empty
imparfaict	imparfait	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
S'	si	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
imparfaict	imparfaire	ADJqua	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
pourquoy	pourquoi	ADJqua	MORPH=empty
abusent	abuser	ADJqua	NOMB.=s|GENRE=m
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
ainsi	ainsi	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
paovre	pauvre	ADJqua	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
S'	si	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parfaict	parfait	ADJqua	NOMB.=s|GENRE=m
pourquoy	pourquoi	ADVgen	MORPH=empty
le	il	DETdef	NOMB.=s|GENRE=m
fault	falloir	VERcjg	MODE=ind|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
reiterer	réitérer	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
Mettez	mettre	VERcjg	MODE=imp|PERS.=2|NOMB.=p
vous	vous	PROper	PERS.=2|NOMB.=p
en	en	PRE	MORPH=empty
avant	avant	PRE	MORPH=empty
sacrificateurs	sacrificateur	NOMcom	NOMB.=p|GENRE=m
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
si	si	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
puissance	puissance	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
respondre	répondre	VERinf	MORPH=empty
/	/	CONcoo	MORPH=empty
respondez	répondre	VERcjg	MODE=ind|PERS.=2|NOMB.=p
.	.	PONfrt	MORPH=empty
Secondement	secondement	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
malheureuse	malheureux	ADJqua	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
provocque	provoquer	VERppe	NOMB.=s|GENRE=m
quasi	quasi	ADVgen	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
universel	universel	ADJqua	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
idolatrie	idolâtrier	VERppe	NOMB.=s|GENRE=f
publicque	public	ADJqua	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
quand	quand	CONsub	MORPH=empty
faulcement	faussement	ADVgen	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donne	donner	VERppe	PERS.=3|NOMB.=s
a	à	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s
entendre	entendre	VERinf	MORPH=empty
/	/	CONcoo	MORPH=empty
que	que	PROrel	MORPH=empty
soubz	sous	NOMpro	NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
especes	espèce	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
pain	pain	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
vin	vin	NOMcom	NOMB.=s|GENRE=m
/	/	NOMpro	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
christ	christ	ADJqua	NOMB.=s
corporellement	corporellement	ADVgen	MORPH=empty
/	/	CONcoo	MORPH=empty
reallement	réallement	ADVgen	MORPH=empty
/	/	NOMcom	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
faict	fait	NOMcom	NOMB.=s
/	/	CONcoo	MORPH=empty
entierement	entièrement	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
personnellement	personnellement	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
chair	chair	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
os	os	NOMcom	NOMB.=s|GENRE=m
/	/	NOMcom	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
parfaict	parfait	ADJqua	NOMB.=s|GENRE=m
come	comme	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
present	présent	NOMcom	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vivant	vivre	VERppa	GENRE=m
/	/	NOMcom	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
contenu	contenir	VERppe	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
cache	cacher	VERcjg	NOMB.=s
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
escripture	écriture	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
notre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=f
foy	foi	NOMcom	NOMB.=s|GENRE=m
pas	pas	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
enseigne	enseigner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
/	/	CONcoo	MORPH=empty
mais	mais	CONcoo	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
tout	tout	PROind	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
contraire	contraire	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
Jesus	Jésus	NOMcom	NOMB.=p|GENRE=m
christ	christ	VERcjg	MODE=ind|PERS.=3|NOMB.=s
apres	après	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
resurrection	résurrection	NOMcom	NOMB.=s|GENRE=f
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
monte	monter	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
assis	asseoir	VERcjg	MODE=ind|PERS.=1|NOMB.=s
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
dextre	dextre	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
tout	tout	ADVgen	GENRE=m
puissant	puissant	ADJqua	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
la	il	PROper	NOMB.=s|GENRE=f|CAS=r
viendra	venir	VERcjg	MODE=ind|TEMPS=fut|NOMB.=s
juger	juger	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
vifz	vif	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
les	le	PROper	NOMB.=p|GENRE=m|CAS=r
mortz	mort	NOMcom	NOMB.=p
.	.	PONfrt	MORPH=empty
Aussi	aussi	ADVgen	MORPH=empty
Sainct	saint	NOMpro	NOMB.=s
Paul	Paul	NOMpro	NOMB.=s|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
Colos	colos	PROdem	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
3	3	INJ	MORPH=empty
.	.	PONfrt	MORPH=empty
escript	écrire	NOMcom	NOMB.=s
ainsi	ainsi	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Si	si	CONsub	MORPH=empty
vous	vous	PROper	PERS.=2|NOMB.=p
estes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p
resuscitez	ressusciter	VERppe	NOMB.=p|GENRE=m
avec	avec	PRE	MORPH=empty
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
cerchez	chercher	VERppe	MODE=imp|PERS.=2|NOMB.=p
les	le	DETdef	NOMB.=p|GENRE=m
choses	chose	NOMcom	NOMB.=p|GENRE=f
qui	qui	PROrel	MORPH=empty
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
en	en	ADVgen	MORPH=empty
hault	haut	ADVgen	NOMB.=s|GENRE=m
/	/	NOMcom	MORPH=empty
ou	ou	CONcoo	MORPH=empty
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
seand	seond	VERppe	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
dextre	dextre	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVgen	MORPH=empty
cerchez	chercher	VERppe	PERS.=2|NOMB.=p
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
/	/	NOMpro	MORPH=empty
ou	ou	CONcoo	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
sacraire	sacraire	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
mais	mais	CONcoo	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Parquoy	parquoi	PRE.PROrel	NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s'	se	PROper	PERS.=3
ensuit	ensuivre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
/	/	ADVneg	MORPH=empty
si	si	CONsub	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
/	/	PRE	MORPH=empty
pour	pour	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
mesme	même	ADJind	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
s'	si	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
estoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
/	/	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
seroit	être	VERcjg	MODE=con|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
car	car	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
certain	certain	ADJqua	NOMB.=s|GENRE=m
jamais	jamais	ADVgen	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
veritable	véritable	ADJqua	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
en	en	ADVgen	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
seul	seul	ADJqua	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
foys	fois	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
Sainct	saint	NOMpro	NOMB.=s
Augustin	Augustin	NOMpro	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
bien	bien	ADVgen	MORPH=empty
congneu	connaître	VERppe	NOMB.=s|GENRE=m
quand	quand	CONsub	MORPH=empty
en	en	ADVgen	MORPH=empty
parlant	parler	VERppa	MORPH=empty
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=p|GENRE=m
christ	christ	NOMpro	NOMB.=s|GENRE=m
/	/	NOMpro	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ainsi	ainsi	ADVgen	MORPH=empty
escript	écrire	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Donec	@latin	DETcar	NOMB.=s
finiatur	@latin	NOMcom	NOMB.=s|GENRE=m
seculum	@latin	ADJqua	NOMB.=s|GENRE=m
sursum	@latin	ADJqua	NOMB.=s|GENRE=m
dominus	@latin	NOMcom	NOMB.=p
est	@latin	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
sed	@latin	DETpos	NOMB.=s|GENRE=m
tamen	@latin	NOMcom	NOMB.=s|GENRE=m
hic	@latin	ADJqua	NOMB.=s
nobiscum	@latin	ADJqua	NOMB.=s|GENRE=m
est	@latin	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
veritas	@latin	NOMcom	NOMB.=s|GENRE=m
domini	@latin	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Corpus	@latin	NOMpro	NOMB.=s|GENRE=m
enim	@latin	VERcjg	NOMB.=s|GENRE=m
in	@latin	ADVgen	NOMB.=s
quo	@latin	CONsub	MORPH=empty
resurrexit	@latin	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
in	@latin	ADVgen	MORPH=empty
uno	@italian	DETpos	NOMB.=s|GENRE=f
loco	@latin	PROper	NOMB.=s|GENRE=f
esse	@latin	ADJqua	NOMB.=s|GENRE=f
oportet	@latin	NOMcom	NOMB.=s
/	@latin	DETdem	MORPH=empty
veritas	@latin	NOMcom	NOMB.=s|GENRE=m
autem	@latin	ADJqua	NOMB.=s|GENRE=m
ejus	@latin	ADJqua	NOMB.=p|GENRE=m
ubique	@latin	ADJqua	NOMB.=s|GENRE=m
diffusa	@latin	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
est	@latin	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Item	item	NOMcom	NOMB.=s|GENRE=m
Fulgence	fulgence	NOMpro	NOMB.=s|GENRE=m
escrit	écrire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=m
ainsi	ainsi	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
Absens	absens	VERcjg	MODE=imp|PERS.=1|NOMB.=p
erat	@latin	VERcjg	MODE=ind|NOMB.=s
celo	@italian	DETind	PERS.=3|NOMB.=s|GENRE=f|CAS=n
secundum	@latin	ADJqua	NOMB.=s|GENRE=m
humanam	@latin	ADJqua	NOMB.=s|GENRE=m
substantiam	@latin	NOMcom	NOMB.=s|GENRE=m
/	@latin	PRE	MORPH=empty
quum	@latin	PROrel	NOMB.=s|GENRE=m
esset	@latin	NOMcom	NOMB.=s|GENRE=m
in	@latin	PROper	MORPH=empty
terra	@latin	VERcjg	NOMB.=s
/	/	CONcoo	MORPH=empty
et	@latin	CONcoo	MORPH=empty
derelinquens	@latin	ADJqua	NOMB.=p|GENRE=m
terram	@latin	NOMcom	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
quum	@latin	PROrel	NOMB.=s|GENRE=m
ascendisset	@latin	VERppa	NOMB.=p
in	@latin	VERcjg	MORPH=empty
celum	@latin	PROind	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
secundum	@latin	ADJqua	NOMB.=s|GENRE=m
vero	@latin	NOMcom	NOMB.=s|GENRE=m
divinam	@latin	ADJqua	NOMB.=s|GENRE=m
et	@latin	CONcoo	MORPH=empty
immensam	@latin	ADJqua	NOMB.=s|GENRE=m
substantiam	@latin	ADJqua	NOMB.=s|GENRE=m
/	/	CONcoo	MORPH=empty
nec	@latin	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s
celum	@latin	ADJind	NOMB.=s|GENRE=m
dimittens	@latin	NOMcom	NOMB.=p|GENRE=f
quum	@latin	PROrel	NOMB.=s|GENRE=n
de	@latin	PRE	MORPH=empty
celo	@latin	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=i
descendit	@latin	VERcjg	NOMB.=s
/	/	PRE	MORPH=empty
nec	@latin	DETndf	NOMB.=s|GENRE=m
terram	@latin	ADJqua	NOMB.=s|GENRE=m
deserens	@latin	NOMcom	NOMB.=p|GENRE=m
quum	@latin	PROrel	NOMB.=s|GENRE=n
ad	@latin	PRE.DETdef	NOMB.=s|GENRE=m
celum	@latin	PROdem	NOMB.=s|GENRE=m
ascendit	@latin	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Oultre	outre	ADVgen	MORPH=empty
nous	nous	PROper	PERS.=1|NOMB.=p
avons	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
infallible	infaillible	ADJqua	NOMB.=s|GENRE=f
certification	certification	NOMcom	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
escripture	écriture	ADJqua	NOMB.=s|GENRE=f
Matth	Matth	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
24	24	ADJcar	NOMB.=p
.	.	PONfrt	MORPH=empty
que	que	CONsub	MORPH=empty
l'	le	DETdef	NOMB.=s
