form	lemma	POS	morph
de	de	PRE	MORPH=empty
peche	péché	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ordonne	ordonner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|GENRE=f
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
mourir	mourir	VERinf	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
foys	fois	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
apres	après	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
jugement	jugement	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
este	este	VERppe	NOMB.=s|GENRE=m
offert	offrir	VERppe	NOMB.=s|GENRE=m
une	un	DETndf	NOMB.=s|GENRE=f
foys	fois	NOMcom	NOMB.=p|GENRE=f
pour	pour	PRE	MORPH=empty
abolir	abolir	VERinf	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
pechez	péché	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
plusieurs	plusieurs	PROind	NOMB.=p
.	.	PONfrt	MORPH=empty
Du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
Voicy	voici	VERcjg	MODE=imp|NOMB.=s
certes	certes	ADVgen	MORPH=empty
ung	un	ADJqua	NOMB.=s|GENRE=m
texte	texte	NOMcom	NOMB.=s|GENRE=m
fort	fort	ADVgen	MORPH=empty
expres	exprès	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dict	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tres	très	ADVgen	MORPH=empty
clairement	clairement	ADVgen	MORPH=empty
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	ADJqua	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
se	se	PROper	PERS.=3
offre	offrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVgen	MORPH=empty
souventesfoys	souventesfois	VERppa	NOMB.=p
/	/	PONfbl	MORPH=empty
aultrement	autrement	ADVgen	MORPH=empty
mourir	mourir	VERinf	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i
fauldroit	falloir	VERcjg	PERS.=3|NOMB.=s
souventesfoys	souventesfois	ADJqua	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
Christ	Christ	NOMpro	NOMB.=s|GENRE=m
mourir	mourir	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
estre	être	VERinf	MORPH=empty
offert	offrir	NOMcom	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
tout	tout	ADVgen	MORPH=empty
ung	un	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Or	or	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
mourra	mourir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
jamais	jamais	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Parquoy	parquoi	PRE.PROrel	NOMB.=s
jamais	jamais	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
sera	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
sacrifie	sacrifier	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
jamais	jamais	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
se	se	PROper	PERS.=3
offrira	offrir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Donc	donc	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
s'	se	PROper	PERS.=3
ensuit	ensuivre	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3
bien	bien	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
ne	ne	ADVneg	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
poeuvent	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
point	point	ADVneg	MORPH=empty
offrir	offrir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
sacrifier	sacrifier	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
se	se	PROper	PERS.=3
luy	il	PROper	PERS.=3|NOMB.=s
mesme	même	ADJind	NOMB.=s
ne	ne	ADVneg	MORPH=empty
se	se	PROper	PERS.=3
offre	offrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
comment	comment	ADVint	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
pourroit	pouvoir	VERcjg	MODE=con|PERS.=3|NOMB.=s
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
offrir	offrir	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVgen	MORPH=empty
dire	dire	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
maintenant	maintenant	ADVgen	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
faict	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
memoire	mémoire	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
premier	premier	ADJord	NOMB.=s|GENRE=m
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
memoire	mémoire	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=f
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
sacrifice	sacrifice	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Parquoy	parquoi	PRE.PROrel	NOMB.=s
s'	se	PROper	PERS.=3
ensuyt	ensuivre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
davantage	davantage	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
noz	notre	DETpos	NOMB.=p|GENRE=m
sacrificateurs	sacrificateur	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	MORPH=empty
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
entendre	entendre	VERinf	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
peuple	peuple	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
presentent	présenter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
et	et	CONcoo	MORPH=empty
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
sacrifice	sacrifice	ADJqua	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
vifz	vif	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
mors	mors	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
voyre	voire	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
encore	encore	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
estre	être	VERinf	MORPH=empty
plus	plus	ADVgen	MORPH=empty
galans	galant	ADJqua	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
seulement	seulement	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
ceulx	celui	PROdem	NOMB.=p|GENRE=m
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
leur	il	PROper	PERS.=3|NOMB.=p|CAS=i
plaist	plaire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
choisir	choisir	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
nommer	nommer	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
trop	trop	ADVgen	MORPH=empty
plus	plus	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
messe	messe	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
manifestement	manifestement	ADVgen	MORPH=empty
appert	apparaître|apparoir	NOMcom	NOMB.=s|GENRE=m
qu'	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
seducteurs	séducteur	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
trompeurs	trompeur	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
menteurs	menteur	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
certain	certain	ADVgen	NOMB.=s|GENRE=m
depuis	depuis	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mort	mort	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	NOMpro	NOMB.=s
/	/	PONfbl	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
sacrifice	sacrifice	ADJqua	NOMB.=s|GENRE=m
visible	visible	ADJqua	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cesse	cesse	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
estat	état	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
sacrificateurs	sacrificateur	NOMcom	NOMB.=p|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
expire	expirer	ADJqua	NOMB.=s
.	.	PONfrt	MORPH=empty
Parquoy	parquoi	PRE.PROrel	NOMB.=s
en	en	ADVgen	MORPH=empty
vain	vain	NOMcom	NOMB.=s|GENRE=m
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
tondus	tondre	VERppe	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
desguisez	déguisé	VERcjg	MODE=imp|PERS.=2|NOMB.=p
:	:	PONfbl	MORPH=empty
sinon	sinon	PRE	MORPH=empty
affin	afin	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
congnoisse	connaître	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
folz	fou	NOMcom	NOMB.=p|GENRE=m
insensez	insensé	VERppe	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
malheureux	malheureux	ADJqua	NOMB.=p|GENRE=m
escervelez	escervelé	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
plus	plus	ADVgen	MORPH=empty
ample	ample	ADJqua	NOMB.=s|GENRE=f
probation	probation	NOMcom	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
considerer	considérer	VERinf	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
dixiesme	dixième	NOMcom	NOMB.=s|GENRE=m
chapitre	chapitre	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
icelle	cil	PROdem	PERS.=3|NOMB.=s|GENRE=f|CAS=i
mesme	même	ADJind	NOMB.=s
epistre	épître	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
la	il	DETdef	NOMB.=s|GENRE=f
ou	où	CONcoo	MORPH=empty
quasi	quasi	ADVgen	MORPH=empty
par	par	PRE	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
faict	faire	ADJqua	NOMB.=s|GENRE=m
mention	mention	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
sainct	saint	NOMcom	NOMB.=s|GENRE=m
sacrifice	sacrifice	ADJqua	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	NOMpro	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
lequel	lequel	PROrel	NOMB.=s|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mis	mettre	VERppe	NOMB.=s|GENRE=m
fin	fin	VERppe	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
sacrifices	sacrifice	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
jamais	jamais	ADVgen	MORPH=empty
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
visible	visible	ADJqua	NOMB.=s|GENRE=m
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
demoure	demeurer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
entre	entre	PRE	MORPH=empty
autres	autre	DETind	NOMB.=p
choses	chose	NOMcom	NOMB.=p|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ainsi	ainsi	ADVgen	MORPH=empty
dict	dire	VERinf	MORPH=empty
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
personne	personne	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	VERcjg	NOMB.=s
:	:	PONfbl	MORPH=empty
Voicy	voici	VERcjg	MODE=imp|PERS.=1|NOMB.=s
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
viens	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
/	/	PONfbl	MORPH=empty
affin	afin	PRE	MORPH=empty
sire	sire	NOMcom	NOMB.=s|GENRE=m
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|CAS=n
face	faire	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
ta	ton	DETpos	PERS.=2|NOMB.=s|GENRE=f
volunte	volonté	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Puis	puis	ADVgen	MORPH=empty
s'	se	PROper	PERS.=3
ensuit	ensuivre	ADVgen	MORPH=empty
:	:	PONfbl	MORPH=empty
Par	par	PRE	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f
volunte	volonté	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
sanctifiez	sanctifier	VERppe	NOMB.=p
par	par	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
oblation	oblation	NOMcom	NOMB.=s|GENRE=f
une	un	DETndf	NOMB.=s|GENRE=f
foys	fois	NOMcom	NOMB.=s|GENRE=f
faicte	faire	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	VERcjg	NOMB.=s
:	:	PONfbl	MORPH=empty
Puis	puis	ADVgen	MORPH=empty
apres	après	PRE	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dict	dire	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
Car	car	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
oblation	oblation	NOMcom	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
parfaict	parfait	ADJqua	NOMB.=s|GENRE=m
eterDu	éterdu	VERppe	NOMB.=s|GENRE=m
sacrifice	sacrifice	ADJqua	NOMB.=s|GENRE=m
nellement	nellement	ADVgen	MORPH=empty
les	le	PROper	NOMB.=p|GENRE=m
sanctifiez	sanctifié	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
Sainct	saint	NOMpro	NOMB.=s|GENRE=m
esperit	esprit	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
le	il	DETdef	NOMB.=s|GENRE=m
testifie	tétifier	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
apres	après	PRE	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
:	:	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
auray	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
plus	plus	ADVgen	MORPH=empty
souvenance	souvenance	ADJqua	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
pechez	péché	NOMcom	NOMB.=p
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=f
iniquites	iniquite	NOMcom	NOMB.=p|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
la	il	DETdef	NOMB.=s|GENRE=f
ou	où	PROrel	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
remission	rémission	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
icelles	icelui	ADJqua	NOMB.=p|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
oblation	oblation	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
peche	péché	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
affin	afin	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
excuse	excuser	VERcjg	NOMB.=s
de	de	PRE	MORPH=empty
ignorance	ignorance	NOMcom	NOMB.=s|GENRE=f
ne	ne	ADVneg	MORPH=empty
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
/	/	PONfbl	MORPH=empty
considerons	considérer	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
que	que	CONsub	MORPH=empty
ces	ce	DETdem	NOMB.=p
paovres	pauvre	NOMcom	NOMB.=p|GENRE=m
sacrificateurs	sacrificateur	NOMcom	NOMB.=p|GENRE=m
par	par	PRE	MORPH=empty
cy	ci	ADVgen	NOMB.=s
devant	devoir	PRE	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
dict	dire	VERinf	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
bien	bien	ADVgen	MORPH=empty
vray	vrai	ADJqua	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	NOMpro	NOMB.=s|GENRE=m
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
donne	donner	VERcjg	MODE=ind|NOMB.=s
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
corps	corps	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
sacrifice	sacrifice	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
principalement	principalement	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
peche	péché|pêche	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Adam	Adam	NOMcom	NOMB.=s|GENRE=m
(	(	PONpga	MORPH=empty
et	et	CONcoo	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m
parlent	parler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
)	)	PONpdr	MORPH=empty
pour	pour	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
peche	péché	NOMcom	NOMB.=s|GENRE=m
originel	originel	ADJqua	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
non	non	ADVgen	MORPH=empty
pas	pas	ADVgen	MORPH=empty
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
tout	tout	ADVgen	NOMB.=s|GENRE=m
pour	pour	PRE	MORPH=empty
les	le	PROper	NOMB.=p|GENRE=m
pechez	péché	VERcjg	PERS.=2|NOMB.=p
que	que	CONsub	MORPH=empty
actuellement	actuellement	ADVgen	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
commettons	commettre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=p
de	de	PRE	MORPH=empty
jour	jour	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
jour	jour	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
autre	autre	DETind	NOMB.=s
chose	chose	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
sinon	sinon	PROpos	PERS.=3|NOMB.=s
dire	dire	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
blasphemer	blasphémer	VERinf	MORPH=empty
que	que	CONsub	MORPH=empty
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=m
seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	VERcjg	NOMB.=s|GENRE=m
n'	ne	ADVneg	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
point	point	ADVgen	MORPH=empty
faict	faire	VERppe	GENRE=m
et	et	CONcoo	MORPH=empty
trouve	trouver	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
entiere	entier	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
parfaicte	parfait	ADJqua	NOMB.=s|GENRE=f
redemption	rédemption	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
pourtant	pourtant	ADVgen	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n
disent	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
(	(	PONpga	MORPH=empty
comme	comme	CONsub	MORPH=empty
s'	se	PROper	PERS.=3
ilz	il	PROper	PERS.=3|NOMB.=p
estoient	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
